Endereço,Latitude,Longitude,Região
"Estrada PEDRO DA CUNHA ALBUQUERQUE LOPES, 2020, Perobal, Itaquaquecetuba",-23.4254939,-46.3358918,"Perobal, Itaquaquecetuba, São Paulo, Brasil"
"Praça INDEPENDENCIA, 04, Centro, Ferraz de Vasconcelos",-23.5413194,-46.3682476,"Centro, Ferraz de Vasconcelos, São Paulo, Brasil"
"Rodovia AYRTON SENNA DA SILVA, SN, JARDIM MARIA ELIZA, Itaquaquecetuba",-23.48611,-46.34833,"Vila Zeferina, Itaquaquecetuba, São Paulo, Brasil"
"Avenida ANTONIO LOUZADA ANTUNES, 205, JARDIM PEDRO JOSE NUNES, São Paulo",-23.5021947,-46.4645312,"Jardim Pedro José Nunes, São Paulo, São Paulo, Brasil"
"Rua ITAJUIBE, 1819, Itaim, São Paulo",-23.5114891,-46.3839531,"Itaim Paulista, São Paulo, São Paulo, Brasil"
"Rua CANA VERDE, 110, JARDIM SILVESTRE, Itaquaquecetuba",-23.48611,-46.34833,"Vila Zeferina, Itaquaquecetuba, São Paulo, Brasil"
"Avenida SANTOS DUMONT, 466, Centro Velho, Ferraz de Vasconcelos",-23.54083,-46.36861,"Centro, Ferraz de Vasconcelos, São Paulo, Brasil"
"Rua MUSSI JORGE ANTONIO, 314, JARDIM AMAZONAS, Suzano",-23.6483044,-46.3141634,"Vila Real Santista, Suzano, São Paulo, Brasil"
"Rua SEBASTIAO MOREIRA, 320, PARQUE PALMEIRAS, Suzano",-23.5425,-46.31083,"Centro, Suzano, São Paulo, Brasil"
"Avenida RICIERI JOSE MARCATTO, 510, Vila Suissa, Mogi das Cruzes",-23.5021636,-46.1623543,"Cezar de Souza, Mogi das Cruzes, São Paulo, Brasil"
"Avenida JOÃO XXIII, 3554, Jd, São Pedro, Mogi das Cruzes",-23.52278,-46.18833,"Centro, Mogi das Cruzes, São Paulo, Brasil"
"Rua CORONEL SOUZA FRANCO, 440, Centro, Mogi das Cruzes",-23.5225229,-46.1953813,"Centro, Mogi das Cruzes, São Paulo, Brasil"
"Rua Edmilson Rodrigues Marcelino, 976, Cidade Miguel Brada, Suzano",-23.5425,-46.31083,"Centro, Suzano, São Paulo, Brasil"
"Estrada PORTAO HONDA, 2211, Jardim Revista, Suzano",-23.5190644,-46.294243,"Jardim Revista, Suzano, São Paulo, Brasil"
"Rua ROSEIRA, 35, PARQUE RECANTO MONICA, Mogi das Cruzes",-23.52278,-46.18833,"Centro, Mogi das Cruzes, São Paulo, Brasil"
"Rua JANDIATUBA, 89, Vila Andrade, São Paulo",-23.6295177,-46.7352945,"Vila Andrade, São Paulo, São Paulo, Brasil"
"Avenida FRANCISCO ETTORE PEDRO MARI, 1021, VILA VIRGINIA, Taboão da Serra",-23.62611,-46.79167,"Jardim Salete, Taboão da Serra, São Paulo, Brasil"
"Avenida CARLOS CALDEIRA FILHO, 1555, CIDADE AUXILIADORA, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Estrada CAMPO LIMPO, DO, 2482, Vila Prel, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Avenida ANACE, 710, Jardim Umarizal, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Avenida AUGUSTO BARBOSA TAVARES, 482, Jd. Maria Sampaio, São Paulo",-21.26667,-47.88333,"Ribeirão Preto, São Paulo, Brasil"
"Rua PROFESSORA NINA STOCCO, 845, Jardim Catanduva, São Paulo",-21.13778,-48.97278,"Jardim Brasil, Catanduva, São Paulo, Brasil"
"Estrada CAMPO LIMPO, DO, 6433, Pirajussara, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Rua IBIUNA, 165, ARRAIAL PAULISTA, Taboão da Serra",-23.62611,-46.79167,"Jardim Salete, Taboão da Serra, São Paulo, Brasil"
"Rua CID NELSON JORDANO, 776, Jardim Salete, Taboão da Serra",-23.6279078,-46.7992198,"Jardim Salete, Taboão da Serra, São Paulo, Brasil"
"Rua TATUI, 190, JARDIM SAO EDUARDO, Embu das Artes",-23.6687615,-46.804334,"Jardim Taima, Embu das Artes, São Paulo, Brasil"
"Rua ORLANDIA, 47, Parque Luiza, Embu das Artes",-23.64889,-46.85222,"Centro Histórico, Embu das Artes, São Paulo, Brasil"
"Praça DA BANDEIRA, 17 A, Centro, Itapecerica da Serra",-23.71694,-46.84917,"Centro, Itapecerica da Serra, São Paulo, Brasil"
"Rua DOM PEDRO VILLAS BOAS SOUZA, 08, Jd.São Paulo, Embu-Guaçu",-23.64889,-46.85222,"Centro Histórico, Embu das Artes, São Paulo, Brasil"
"Rua Luciano Silva, 344, Vila das Belezas, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Estrada GUAVIRUTUBA, 1199, VILA BOM JARDIM, São Paulo",-24.18333,-47.61667,"Lajeado, Juquiá, São Paulo, Brasil"
"Avenida GUARAPIRANGA, 2844, Parque Guarapiranga, São Paulo",-21.97556,-48.25028,"Ribeirão Bonito, São Paulo, Brasil"
"Rua SOLANO TRINDADE, 42, Jardim Arabutan, Embu das Artes",-23.64889,-46.85222,"Centro Histórico, Embu das Artes, São Paulo, Brasil"
"Estrada DO ALVARENGA, 2820, Santo Amaro, São Paulo",-23.65,-46.7,"Santo Amaro, São Paulo, São Paulo, Brasil"
"Estrada DO M BOI MIRIM, 3592, Jardim Coimbra, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Avenida ASSEMBLEIA, 16, Jardim Miriam, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Avenida ENG. JOSE SALLES, 40, Interlagos, São Paulo",-23.6890315,-46.6997888,"Socorro, São Paulo, São Paulo, Brasil"
"Avenida INACIO CUNHA LEME, 301, Jardim Suzana, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Rua JOAO AMOS COMENIUS, 417, JARDIM SAO BERNARDO, São Paulo",-23.7576681,-46.704948,"Grajaú, São Paulo, São Paulo, Brasil"
"Rua CEDALION, 22, Jardim Itajai, São Paulo",-23.7621692,-46.6884843,"Grajaú, São Paulo, São Paulo, Brasil"
"Rua PEDRO ESCOBAR, 619, Grajau, São Paulo",-23.752215,-46.6665395,"Grajaú, São Paulo, São Paulo, Brasil"
"Rua FRANCISCO INACIO SOLANO, 206, CANTINHO DO CEU, São Paulo",-23.7424958,-46.6618167,"Grajaú, São Paulo, São Paulo, Brasil"
"Rua JEQUIRITUBA, 2350, JARDIM CASTRO ALVES, São Paulo",-23.6879,-47.6693,"Alves, Salto de Pirapora, São Paulo, Brasil"
"Rua FRANCISCO INACIO SOLANO, 445, CANTINHO DO CEU, São Paulo",-23.7424958,-46.6618167,"Grajaú, São Paulo, São Paulo, Brasil"
"Avenida DONA BELMIRA MARIN, 1198, Grajau, São Paulo",-23.7492608,-46.6875195,"Grajaú, São Paulo, São Paulo, Brasil"
"Avenida DONA BELMIRA MARIN, 678, Grajau, São Paulo",-23.7492608,-46.6875195,"Grajaú, São Paulo, São Paulo, Brasil"
"Avenida DONA BELMIRA MARIN, 3964, Parque Brasil, São Paulo",-23.7407915,-46.6914744,"Grajaú, São Paulo, São Paulo, Brasil"
"Avenida ARNALDO ROJEK, 121, Altos de Jordanesia, Cajamar",-23.3381083,-46.8360337,"Jardim Nova Jordanésia, Cajamar, São Paulo, Brasil"
"Praça BENEDITO MARTINS DA CRUZ, 20, Centro, Cajamar",-23.35611,-46.87694,"Centro, Cajamar, São Paulo, Brasil"
"Avenida BERTIOGA, S/N, Vila Tupi, Várzea Paulista",-23.2269234,-46.8407433,"Vila Tupi, Várzea Paulista, São Paulo, Brasil"
"Avenida TENENTE MARQUES, 4131, IPES (POLVILHO), Cajamar",-23.4097583,-46.8359293,"Centro, Cajamar, São Paulo, Brasil"
"Rua TAKAHARU URANO, 20, IPES (POLVILHO), Cajamar",-23.35611,-46.87694,"Centro, Cajamar, São Paulo, Brasil"
"Avenida DOMINGO ALONSO LOPEZ, 136, Altos de Jordanesia, Cajamar",-23.33444,-46.84056,"Jardim Nova Jordanésia, Cajamar, São Paulo, Brasil"
"Avenida JORDANO MENDES, 588 A, Jordanesia, Cajamar",-23.3410368,-46.8376444,"Vila Mariotti, Cajamar, São Paulo, Brasil"
"Avenida JORDANO MENDES, 444A, Jordanesia, Cajamar",-23.3410368,-46.8376444,"Vila Mariotti, Cajamar, São Paulo, Brasil"
"Rua MARIA JOSÉ RODRIGUES, 90, Jd.Santa Lucia, Campo Limpo Paulista",-23.20639,-46.78444,"Vila Thomazina, Campo Limpo Paulista, São Paulo, Brasil"
"Avenida FERNAO DIAS PAES LEME, 2211, Centro, Várzea Paulista",-23.21139,-46.82833,"Jardim do Lar, Várzea Paulista, São Paulo, Brasil"
"Avenida DUQUE DE CAXIAS, 2395, JD PROMECA, Várzea Paulista",-23.21139,-46.82833,"Jardim do Lar, Várzea Paulista, São Paulo, Brasil"
"Estrada MUNICIPAL ATILIO SQUIZATO, 2809, MARACANA, Jarinu",-23.1504691,-46.6994898,"Maracanã, Jarinu, São Paulo, Brasil"
"Rua MILTON VIANA, 625, JARDIM PRIMAVERA, Jarinu",-23.10139,-46.72833,"Centro, Jarinu, São Paulo, Brasil"
"Avenida ANGELO BERNUCCI, 157, Alambique, Jarinu",-23.10139,-46.72833,"Centro, Jarinu, São Paulo, Brasil"
"Rua GOAR LORENCINI, 45, Centro, Jarinu",-23.1052822,-46.724516,"Centro, Jarinu, São Paulo, Brasil"
"Avenida TANABI, 342, JARDIM AMERICA, Várzea Paulista",-23.1941611,-46.8222656,"Jardim América 3, Várzea Paulista, São Paulo, Brasil"
"Rua Juvenal Hartmann, 05, Centro, Francisco Morato",-23.28167,-46.74528,"Centro, Francisco Morato, São Paulo, Brasil"
"Avenida VITOR ODORICO BUENO, SN, Terra Preta, Mairiporã",-23.2631973,-46.5892014,"Bom Jesus da Capela da Terra Preta, Mairiporã, São Paulo, Brasil"
"Rua JOAO PUGA BERTINI, 12, Terra Preta, Mairiporã",-23.24389,-46.55222,"Corumbá, Mairiporã, São Paulo, Brasil"
"Rua SAO JUDAS TADEU, S/N, CAPOAVINHA, Mairiporã",-23.31861,-46.58667,"Centro, Mairiporã, São Paulo, Brasil"
"Rua FERNANDO FONSECA KVINT, 40, Terra Preta, Mairiporã",-23.24389,-46.55222,"Corumbá, Mairiporã, São Paulo, Brasil"
"Rua JOSE DE SOUSA, 25, PARQUE SANTA DELFA, Franco da Rocha",-23.32167,-46.72694,"Jardim Cruzeiro, Franco da Rocha, São Paulo, Brasil"
"Rua DEMERSON GOMES ROMANO, 386, Centro, Francisco Morato",-23.2868804,-46.7419955,"Centro, Francisco Morato, São Paulo, Brasil"
"Rodovia FERNAO DIAS KM 41,50, S/N, JARDIM DO ALVINOPOLIS, Atibaia",-23.11694,-46.55028,"Centro, Atibaia, São Paulo, Brasil"
"Avenida WALTER ENGRACIA DE OLIVEIRA, 39, Estancia Lynce, Atibaia",-23.1249196,-46.5512118,"Estância Lynce, Atibaia, São Paulo, Brasil"
"Avenida ALFREDO ANDRÉ, 905, Jardim Brasil, Atibaia",-23.11694,-46.55028,"Centro, Atibaia, São Paulo, Brasil"
"Rua JAPÃO, 37, Jd.Imperial, Atibaia",-23.11694,-46.55028,"Centro, Atibaia, São Paulo, Brasil"
"Rua JACI, 60, JD DO LAGO, Atibaia",-23.11694,-46.55028,"Centro, Atibaia, São Paulo, Brasil"
"Rodovia DOM PEDRO I - SP 065, S/N, Centro, Jarinu",-23.10139,-46.72833,"Centro, Jarinu, São Paulo, Brasil"
"Avenida PREF.ANTONIO JULIO TOLEDO GARCIA LOPES, 4903, JD.ESTANCIA BRASIL, Atibaia",-23.11694,-46.55028,"Centro, Atibaia, São Paulo, Brasil"
"Avenida SANTANA, 2813, NOVA GARDENIA, Atibaia",-23.11694,-46.55028,"Centro, Atibaia, São Paulo, Brasil"
"Avenida IMPERIAL, 1126, Jardim Imperial, Atibaia",-23.1428755,-46.5804013,"Jardim Imperial, Atibaia, São Paulo, Brasil"
"Avenida JERONIMO DE CAMARGO, 500, Loteamento Loanda, Atibaia",-23.11694,-46.55028,"Centro, Atibaia, São Paulo, Brasil"
"Avenida SALVADOR MARKOWICZ, 339, Lagos de Santa Helena, Bragança Paulista",-22.95194,-46.54194,"Centro, Bragança Paulista, São Paulo, Brasil"
"Rua ADOLFO ANDRE, 100, Centro, Atibaia",-23.1129695,-46.5555231,"Jardim Brasil, Atibaia, São Paulo, Brasil"
"Avenida DA SAUDADE, 61, Centro, Atibaia",-23.1159122,-46.5488536,"Centro, Atibaia, São Paulo, Brasil"
"Avenida PREFEITO ANTONIO J.TOLEDO GARCIA LOPES, 1525, Jd.das Cerejeiras, Atibaia",-23.11694,-46.55028,"Centro, Atibaia, São Paulo, Brasil"
"Avenida SÃO JOÃO, 1115, Centro, Atibaia",-23.1132176,-46.5569796,"Centro, Atibaia, São Paulo, Brasil"
"Avenida IMIGRANTES, DOS, 2400, JARDIM AMERICA, Bragança Paulista",-22.9521237,-46.546414,"Jardim América, Bragança Paulista, São Paulo, Brasil"
"Rua ROMA, 640, LOTEAMENTO VILA ROMANA, Bragança Paulista",-22.95194,-46.54194,"Centro, Bragança Paulista, São Paulo, Brasil"
"Avenida INDUSTRIAL, 399, Jardim das Cerejeiras, Atibaia",-23.1313373,-46.5806861,"Jardim das Cerejeiras, Atibaia, São Paulo, Brasil"
"Avenida PREF.ANTONIO JULIO TOLEDO GARCIA LOPES, 701, Jd.das Cerejeiras, Atibaia",-23.11694,-46.55028,"Centro, Atibaia, São Paulo, Brasil"
"Rua Major Murzilho, 96, Centro, Bom Jesus dos Perdões",-23.135,-46.46528,"Bom Jesus dos Perdões, São Paulo, Brasil"
"Avenida DR ALIPIO FERREIRA, 490, CATIGUA, Piracaia",-23.05389,-46.35806,"Piracaia, São Paulo, Brasil"
"Avenida DONA GERTRUDES, 1127, ALVINOPOLIS, Atibaia",-23.1244356,-46.5647979,"Alvinópolis, Atibaia, São Paulo, Brasil"
"Rua CLOVIS SOARES, 59, ALVINOPOLIS, Atibaia",-23.1197119,-46.5639213,"Alvinópolis, Atibaia, São Paulo, Brasil"
"Rua 21 DE ABRIL, 470, Centro, Bom Jesus dos Perdões",-23.135,-46.46528,"Bom Jesus dos Perdões, São Paulo, Brasil"
"Avenida DR.ALIPIO FERREIRA, 676, Centro, Piracaia",-23.0538678,-46.3498227,"Piracaia, São Paulo, Brasil"
"Estrada MUNICIPAL MARIA DA CONCEICAO BAPTISTA, 35, CACHOEIRA BAIXO, Piracaia",-23.05389,-46.35806,"Piracaia, São Paulo, Brasil"
"Rua João Franco de Camargo, 595, Centro, Bom Jesus dos Perdões",-23.135,-46.46528,"Bom Jesus dos Perdões, São Paulo, Brasil"
"Rua NELLO BACCI, 121, TANQUE, Atibaia",-23.0445236,-46.5692836,"Tanque, Atibaia, São Paulo, Brasil"
"Rua ANTONIO CUNHA LEITE, 2458, PORTAO, Atibaia",-23.1975293,-46.5844685,"Bairro do Portão, Atibaia, São Paulo, Brasil"
"Avenida SANTOS DUMONT, 698, JARDIM SANTOS DUMONT, Bom Jesus dos Perdões",-23.135,-46.46528,"Bom Jesus dos Perdões, São Paulo, Brasil"
"Rua ANTONIO CUNHA LEITE, 2260, PORTAO, Atibaia",-23.1975293,-46.5844685,"Bairro do Portão, Atibaia, São Paulo, Brasil"
"Rua PROF. OTAVIO ROCHA, 151, Jardim Triunfo, Pedreira",-22.74194,-46.90139,"Vila São José, Pedreira, São Paulo, Brasil"
"Avenida RINALDI, 549, JD SYLVIO RINALDI I, Jaguariúna",-22.70556,-46.98583,"Nova Jaguariúna, Jaguariúna, São Paulo, Brasil"
"Rua DR. IVAN MAYA DE VASCONCELOS, 239, Centro, Pedreira",-22.74194,-46.90139,"Vila São José, Pedreira, São Paulo, Brasil"
"Rua THOMAZ JASSO, 480, JD.DONA IRMA, Jaguariúna",-22.70556,-46.98583,"Nova Jaguariúna, Jaguariúna, São Paulo, Brasil"
"Rua DR.ARTHUR MOREIRA DE ALMEIDA, 384, VILA SAO JOSE, Pedreira",-22.7476542,-46.8985023,"Vila São José, Pedreira, São Paulo, Brasil"
"Rua CYNIRA MARQUES CEZAR, 100, SAO JUDAS TADEU, Santo Antônio de Posse",-22.6073243,-46.9072778,"São Judas Tadeu, Santo Antônio de Posse, São Paulo, Brasil"
"Avenida RINALDI, 1100, RES.CORACAO DE JESUS, Jaguariúna",-22.70556,-46.98583,"Nova Jaguariúna, Jaguariúna, São Paulo, Brasil"
"Avenida LIMEIRA, 722, VILA AREAO, Piracicaba",-22.72528,-47.64917,"Centro, Piracicaba, São Paulo, Brasil"
"Rua VEREADOR GUMERCINDO FERNANDES PEREIRA, 1030, JARDIM PARQUE INDUSTRIAL, Santa Gertrudes",-22.4471493,-47.5445269,"Jardim Parque Industrial Industrial, Santa Gertrudes, São Paulo, Brasil"
"Avenida 68, 356, JD CIDADE AZUL, Rio Claro",-22.41139,-47.56139,"Dona Angela, Rio Claro, São Paulo, Brasil"
"Rua FRANCISCO PENGA, 80, PQ.DAS INDUSTRIAS (NOVA VENEZA, Sumaré",-22.80611,-47.21889,"Centro, Sumaré, São Paulo, Brasil"
"Rua CORCOVADO, 70, Santa Terezinha, Piracicaba",-22.6723741,-47.693457,"Santa Teresinha de Piracicaba, Piracicaba, São Paulo, Brasil"
"Rua Comendador Feiz Zarzur, 943, Jd. Cidade Pirituba, São Paulo",-23.4765912,-46.7225822,"Pirituba, São Paulo, São Paulo, Brasil"
"Rua FIRMINOPOLIS, 601, Jardim Vista Alegre, São Paulo",-21.17056,-48.62917,"Vista Alegre do Alto, São Paulo, Brasil"
"Avenida PAVAO, 19, RECANTO PARAISO, São Paulo",-21.01639,-48.77361,"Paraíso, São Paulo, Brasil"
"Avenida PAVÃO, 61, RECANTO DO PARAISO, São Paulo",-21.01639,-48.77361,"Paraíso, São Paulo, Brasil"
"Avenida SANTA MONICA, 690, Jardim Santa Monica, São Paulo",-23.4762246,-46.7478914,"Jardim Santa Mônica, São Paulo, São Paulo, Brasil"
"Avenida ELISEO CORDEIRO DE SIQUEIRA, 961/963, Jardim Santo Elias, São Paulo",-7.76667,-72.6,"Cruzeiro do Sul, Acre, Brasil"
"Avenida JOSE ALVES DE MIRA, 185, Vila Clarice, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Avenida MIGUEL DE CASTRO, 1725, Pirituba, São Paulo",-23.4716407,-46.721,"Vila Renato, São Paulo, São Paulo, Brasil"
"Rua FRANCISCO GASPAR, 423, JARDIM RUSSO, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Estrada CORONEL JOSE GLADIADOR, 605, Parque Anhanguera, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Rua FIRMINOPOLIS, 223, Jardim Vista Alegre, São Paulo",-21.17056,-48.62917,"Vista Alegre do Alto, São Paulo, Brasil"
"Rua BENEDITO EGIDIO BARBOSA, 176, BRASILANDIA, São Paulo",-23.4598445,-46.6986945,"Vila Penteado, São Paulo, São Paulo, Brasil"
"Avenida DEP CANTIDIO SAMPAIO, 4306, JD DAMASCENO, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Rua OTELO ZELONI, 32, PARQUE BELEM, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Avenida RAIMUNDO PEREIRA DE MAGALHAES, 1600, JD.IRIS, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Rua DOMENICO FERRARA, 32, Jaraguá, São Paulo",-23.4516587,-46.7458602,"Jaraguá, São Paulo, São Paulo, Brasil"
"Rua PARAPUA, 820, Itaberaba, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Rua Benedito Egídio Barbosa, 11, Vila Brasilândia, São Paulo",-23.4598445,-46.6986945,"Vila Penteado, São Paulo, São Paulo, Brasil"
"Avenida Raimundo Pereira de Magalhaes, 2541, Jardim Iris, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Avenida Manoel Bolivar, 167, Brasilândia, São Paulo",-23.4571922,-46.6994497,"Vila Penteado, São Paulo, São Paulo, Brasil"
"Rua Aparecida do Taboado, 208, Jardim Paulistano, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Rua PIERRE LAFAGE, 348, Vila Jaguara, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Rua LEOPOLDO DE PASSOS LIMA, 568, JARDIM SANTA FE, São Paulo",-23.4302812,-46.7889886,"Jardim Santa Fé, São Paulo, São Paulo, Brasil"
"Rua DEPUTADO GOUVEIA FRANCO, 3, Parque Mandaqui, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Avenida Braz Leme, 2040, Santana, São Paulo",-23.5048653,-46.6409346,"Santana, São Paulo, São Paulo, Brasil"
"Rua CONSELHEIRO MOREIRA DE BARROS, 240, Santana, São Paulo",-23.4965576,-46.6280895,"Santana, São Paulo, São Paulo, Brasil"
"Rua JULIA LOPES DE ALMEIDA, 288, VILA PAULICEIA, São Paulo",-23.4883423,-46.6142367,"Vila Paulicéia, São Paulo, São Paulo, Brasil"
"Avenida CONSELHEIRO MOREIRA DE BARROS, 3882, Lauzane Paulista, São Paulo",-23.47861,-46.64304,"Lauzane Paulista, São Paulo, São Paulo, Brasil"
"Rua VOLUNTARIOS DA PATRIA, S/N, Santana, São Paulo",-23.4944879,-46.6263702,"Alto de Santana, São Paulo, São Paulo, Brasil"
"Avenida IMIRIM, 1195, Imirim, São Paulo",-23.4943617,-46.6460109,"Imirim, São Paulo, São Paulo, Brasil"
"Avenida PARADA PINTO, 1139, Vila Nova Cachoeirinha, São Paulo",-23.47337,-46.6669789,"Vila Amélia, São Paulo, São Paulo, Brasil"
"Avenida DEPUTADO EMILIO CARLOS, 1129, Limão, São Paulo",-23.496022,-46.6772285,"VIla Prado, São Paulo, São Paulo, Brasil"
"Avenida EDE, 493, Vila Ede, São Paulo",-23.4949166,-46.5925345,"Vila Ede, São Paulo, São Paulo, Brasil"
"Avenida GUILHERME COTCHING, 1746, Vila Maria, São Paulo",-23.5147153,-46.5866614,"Jardim Japão, São Paulo, São Paulo, Brasil"
"Avenida MAZZEI, 1160, Vila Mazzei, São Paulo",-23.4723641,-46.5997586,"Vila Mazzei, São Paulo, São Paulo, Brasil"
"Avenida ALBERTO BYINGTON, 706, Vila Maria Alta, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Avenida Guilherme Cotching, 954, Vila Maria, São Paulo",-23.5207359,-46.5911184,"Vila Maria, São Paulo, São Paulo, Brasil"
"Avenida OTTO BAUMGART, 27, Vila Guilherme, São Paulo",-23.511968,-46.6159879,"Bairro da Coroa, São Paulo, São Paulo, Brasil"
"Rua ARARITAGUABA, 35, Vila Maria Alta, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Avenida CONCEIÇÃO, 3072, Vila Maria, São Paulo",-23.4980602,-46.5743078,"Jardim Japão, São Paulo, São Paulo, Brasil"
"Rua AMAMBAI, 1215, Vila Maria, São Paulo",-23.5177931,-46.5853263,"Vila Maria, São Paulo, São Paulo, Brasil"
"Avenida MILTON DA ROCHA, 291, Vila Sabrina, São Paulo",-23.489062,-46.5744038,"Vila Medeiros, São Paulo, São Paulo, Brasil"
"Rua ALCANTARA, 805, Vila Maria, São Paulo",-23.5242819,-46.5901326,"Vila Maria, São Paulo, São Paulo, Brasil"
"Rua ALFREDO MARIO PIZZOTI, 136, Vila Guilherme, São Paulo",-23.5193667,-46.6050853,"Bairro da Coroa, São Paulo, São Paulo, Brasil"
"Rua CLOVIS, 22, JARDIM EUSONIA, Guarulhos",-23.46278,-46.53333,"Centro, Guarulhos, São Paulo, Brasil"
"Rua CONEGO VALADAO, 1143, GOPOUVA, Guarulhos",-23.4737032,-46.5448854,"Vila Augusta, Guarulhos, São Paulo, Brasil"
"Rua CONSTANCIO COLALILO, 630, Vila Augusta, Guarulhos",-23.4830163,-46.5375843,"Vila Augusta, Guarulhos, São Paulo, Brasil"
"Avenida ONZE DE AGOSTO, 256, Jd. Zaira, Guarulhos",-23.46278,-46.53333,"Centro, Guarulhos, São Paulo, Brasil"
"Praça NOSSA SENHORA APARECIDA, 275, JARDIM VILA GALVAO, Guarulhos",-23.4661663,-46.5594452,"Jardim Vila Galvão, Guarulhos, São Paulo, Brasil"
"Rua SARUTAIA, 759, JARDIM SAO PAULO, Guarulhos",-23.4388407,-46.526703,"Vila Rio, Guarulhos, São Paulo, Brasil"
"Rodovia AYRTON SENNA DA SILVA, SN, VILA ANNY, Guarulhos",-23.46278,-46.53333,"Centro, Guarulhos, São Paulo, Brasil"
"Rua PROFESSOR JOSE MUNHOZ, 34, Jardim Munhoz, Guarulhos",-23.46278,-46.53333,"Centro, Guarulhos, São Paulo, Brasil"
"Rua CACHOEIRA, 1291, Jardim Moreira, Guarulhos",-23.4387171,-46.5483602,"Picanço, Guarulhos, São Paulo, Brasil"
"Rua PORTO VELHO, 708, JARDIM CUMBICA (JARDIM PRESIDE, Guarulhos",-23.46278,-46.53333,"Centro, Guarulhos, São Paulo, Brasil"
"Rua OSVALDO RAMOS, 100, Parque Mikail, Guarulhos",-23.46278,-46.53333,"Centro, Guarulhos, São Paulo, Brasil"
"Rua HOLANDESA, 150, CIDADE JARDIM CUMBICA (JARDIM, Guarulhos",-23.46278,-46.53333,"Centro, Guarulhos, São Paulo, Brasil"
"Rua INDUBEL, 259, VILA AEROPORTO, Guarulhos",-23.46278,-46.53333,"Centro, Guarulhos, São Paulo, Brasil"
"Avenida DOUTOR TIMOTEO PENTEADO, 1804, VILA HULDA, Guarulhos",-23.4512951,-46.5432541,"Picanço, Guarulhos, São Paulo, Brasil"
"Avenida JOSE MIGUEL ACKEL, 1014, PARQUE INDUSTRIAL CUMBICA, Guarulhos",-23.46667,-46.46667,"Cumbica, Guarulhos, São Paulo, Brasil"
"Rua HUMBERTO BROCHINI, 155, Jardim Bela Vista, Guarulhos",-23.437833,-46.5106224,"Bela Vista, Guarulhos, São Paulo, Brasil"
"Rua Ipacaeta, 981, Jardim Presidente Dutra, Guarulhos",-23.4181485,-46.4345825,"Presidente Dutra, Guarulhos, São Paulo, Brasil"
"Avenida TUCURUVI, 248, Tucuruvi, São Paulo",-23.4787794,-46.6088101,"Tucuruvi, São Paulo, São Paulo, Brasil"
"Avenida CORONEL SEZEFREDO FAGUNDES, 4800, Tucuruvi, São Paulo",-23.4760075,-46.6092907,"Jardim França, São Paulo, São Paulo, Brasil"
"Rua CECILIA MEIRELES, 537, JARDIM JAPAO, São Paulo",-23.5118251,-46.5797465,"Jardim Japão, São Paulo, São Paulo, Brasil"
"Avenida PARADA PINTO, 2262, Vila Nova Cachoeirinha, São Paulo",-23.47337,-46.6669789,"Vila Amélia, São Paulo, São Paulo, Brasil"
"Avenida DR. FRANCISCO RANIERI, 834, Lauzane Pta., São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Rua LUCILA DA ROCHA, 30, CASA VERDE MEDIA, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Rua SODRE E SILVA, 188, Jardim Brasil, São Paulo",-23.4801215,-46.5825591,"Jardim Brasil, São Paulo, São Paulo, Brasil"
"Avenida ROLAND GARROS, 1765, Jd.Brasil, São Paulo",-22.0,-49.0,"Iacanga, São Paulo, Brasil"
"Rua ANTENOR NAVARRO, 114, Jardim Brasil, São Paulo",-22.19278,-46.74667,"Centro, Espírito Santo do Pinhal, São Paulo, Brasil"
